"","year","religion_importance","happiness","gender","age","religion","financial_satisfaction","living_standard","trust_people","trust_family","trust_foreigners"
"535",2020,3,2,2,56,1,9,3,2,1,3
"536",2020,3,1,1,65,2,8,1,1,1,2
"537",2020,3,4,1,43,0,2,2,2,1,4
"538",2020,4,2,2,52,0,10,1,1,1,2
"539",2020,4,2,1,48,0,7,3,2,1,2
"540",2020,3,2,2,62,0,8,3,1,1,2
"541",2020,4,1,2,57,0,8,1,2,1,2
"542",2020,3,2,1,52,1,7,1,2,1,3
"543",2020,2,2,1,35,1,4,3,1,1,2
"544",2020,3,3,2,50,0,8,1,2,2,3
"545",2020,4,2,2,20,0,4,3,2,2,2
"546",2020,2,2,2,49,2,7,1,1,1,2
"547",2020,2,2,2,57,1,3,2,2,1,2
"548",2020,2,1,2,65,1,7,1,1,1,2
"549",2020,4,3,2,24,0,1,2,2,2,2
"550",2020,2,1,1,77,4,2,3,1,1,2
"551",2020,3,4,1,52,0,2,2,2,1,2
"552",2020,4,2,2,69,0,7,1,2,1,2
"553",2020,3,2,1,44,1,8,1,1,2,2
"554",2020,1,2,2,35,3,8,3,2,2,2
"555",2020,4,2,2,19,0,7,3,1,2,2
"556",2020,4,2,1,29,0,8,1,1,1,2
"557",2020,1,1,1,59,1,10,1,1,2,2
"558",2020,4,2,1,31,0,2,1,2,3,3
"559",2020,3,2,1,52,1,8,1,2,2,2
"560",2020,4,2,1,35,0,7,2,1,2,2
"561",2020,3,2,1,71,2,6,1,1,1,2
"562",2020,3,2,1,36,1,8,1,1,1,2
"563",2020,4,3,1,31,0,5,1,2,2,2
"564",2020,3,2,1,49,1,9,3,1,1,2
"565",2020,3,2,2,24,0,5,1,2,1,2
"566",2020,3,1,1,69,2,8,3,2,2,2
"567",2020,4,3,1,45,0,3,3,2,2,3
"568",2020,4,2,2,28,0,8,3,2,1,2
"569",2020,4,3,1,33,0,2,2,2,1,2
"570",2020,3,2,2,22,0,6,1,1,1,1
"571",2020,3,2,2,24,0,4,3,2,1,2
"572",2020,4,2,2,26,0,7,1,1,1,1
"573",2020,4,2,1,54,0,1,2,2,1,3
"574",2020,4,1,2,54,0,7,1,1,1,2
"575",2020,1,2,1,24,2,4,2,1,1,2
"576",2020,4,2,2,21,0,9,3,2,1,2
"577",2020,1,2,1,38,9,1,2,2,2,2
"578",2020,4,2,1,60,1,7,1,2,2,2
"579",2020,3,1,1,71,1,10,1,2,2,3
"580",2020,4,2,2,34,0,8,2,2,2,2
"581",2020,2,1,2,47,1,7,3,2,1,3
"582",2020,2,2,1,41,1,7,2,1,1,3
"583",2020,3,2,2,49,1,6,3,2,1,2
"584",2020,2,2,1,63,1,4,2,2,3,3
"585",2020,1,2,1,40,2,8,1,1,1,2
"586",2020,4,1,2,61,0,8,1,2,1,2
"587",2020,3,2,2,23,0,1,2,2,1,2
"588",2020,1,1,2,35,3,7,1,2,1,3
"589",2020,4,3,2,28,0,6,1,1,3,2
"590",2020,1,2,1,39,2,7,2,1,1,2
"591",2020,4,2,1,36,0,6,2,2,1,2
"592",2020,4,2,1,71,0,8,1,2,1,2
"593",2020,4,2,1,77,0,8,1,2,2,2
"594",2020,4,2,2,26,0,4,1,2,1,4
"595",2020,4,1,1,49,9,9,1,1,1,3
"596",2020,4,1,1,22,0,5,3,1,2,2
"597",2020,3,2,2,48,0,9,3,1,2,2
"598",2020,4,2,2,25,0,5,3,2,1,2
"599",2020,4,1,2,19,1,8,1,2,1,2
"600",2020,4,1,2,63,0,9,1,1,1,2
"601",2020,4,2,1,62,0,3,2,2,2,3
"602",2020,2,2,2,27,0,9,1,2,1,2
"603",2020,2,2,2,34,5,7,3,1,1,2
"604",2020,4,1,2,48,2,8,1,1,2,2
"605",2020,4,2,1,48,0,8,1,1,1,2
"606",2020,1,3,1,26,1,3,2,1,1,2
"607",2020,3,3,1,45,0,6,3,2,2,3
"608",2020,3,2,2,22,0,6,1,1,2,2
"609",2020,3,2,1,68,0,6,3,2,2,3
"610",2020,4,2,1,50,0,6,3,1,1,2
"611",2020,4,2,2,35,0,4,3,1,2,2
"612",2020,4,2,2,32,0,3,2,2,2,2
"613",2020,3,2,1,53,1,4,2,1,1,3
"614",2020,4,2,1,48,0,9,3,2,2,2
"615",2020,2,2,1,33,1,10,1,1,1,2
"616",2020,3,1,2,48,1,7,1,1,1,2
"617",2020,1,2,2,68,9,1,2,2,2,2
"618",2020,4,2,1,59,0,7,2,1,1,2
"619",2020,4,2,1,30,1,8,1,1,1,2
"620",2020,4,2,1,52,0,9,2,2,1,1
"621",2020,1,2,1,32,6,3,1,1,1,2
"622",2020,2,2,1,27,1,5,3,1,2,2
"623",2020,4,2,1,29,0,7,3,2,1,2
"624",2020,4,2,2,30,1,4,1,1,1,2
"625",2020,2,1,2,46,1,9,1,1,1,1
"626",2020,2,1,1,18,6,10,1,2,1,1
"627",2020,2,1,1,33,1,9,1,2,1,2
"628",2020,4,2,1,69,0,7,3,1,1,2
"629",2020,3,1,2,60,1,9,1,2,1,1
"630",2020,4,2,2,34,0,7,1,2,1,2
"631",2020,4,2,2,42,0,7,3,2,1,2
"632",2020,3,2,2,32,1,7,1,1,1,2
"633",2020,1,2,2,27,9,7,3,2,2,3
"634",2020,3,2,2,38,0,8,2,1,1,2
"635",2020,4,3,2,66,0,4,2,2,2,2
"636",2020,4,2,2,76,2,8,1,1,1,1
"637",2020,4,2,1,32,0,8,1,1,1,2
"638",2020,2,2,1,77,0,8,1,2,1,1
"639",2020,2,2,1,33,0,5,1,1,1,2
"640",2020,4,1,2,34,1,5,1,2,1,3
"641",2020,3,2,2,71,4,9,1,1,1,2
"642",2020,4,2,2,19,0,8,1,1,1,2
"643",2020,3,3,1,54,2,4,3,2,1,2
"644",2020,2,2,1,44,1,8,1,1,1,1
"645",2020,3,3,2,68,0,8,1,2,2,2
"646",2020,4,2,1,49,1,8,1,1,1,2
"647",2020,2,2,1,22,1,5,3,1,2,1
"648",2020,4,2,2,28,0,6,3,1,1,2
"649",2020,3,2,1,31,0,1,2,2,1,3
"650",2020,2,3,1,33,2,2,1,2,2,3
"651",2020,4,1,1,64,0,8,2,1,1,2
"652",2020,3,2,2,56,0,8,2,1,1,1
"653",2020,3,2,1,44,0,7,1,2,2,3
"654",2020,4,2,1,31,0,6,1,1,1,2
"655",2020,4,2,1,38,0,5,3,1,3,3
"656",2020,2,2,2,47,1,4,2,1,1,2
"657",2020,1,2,1,30,1,5,3,1,2,2
"658",2020,3,3,2,51,2,1,2,1,2,2
"659",2020,4,1,2,58,2,10,3,1,1,1
"660",2020,2,1,2,75,2,9,3,1,2,1
"661",2020,4,2,1,27,0,8,1,2,1,2
"662",2020,3,2,2,51,1,7,2,1,1,4
"663",2020,3,2,1,59,1,9,1,2,1,2
"664",2020,4,2,2,23,0,7,1,1,1,2
"665",2020,2,2,1,71,1,5,1,2,1,2
"666",2020,3,2,1,32,0,7,1,1,2,2
"667",2020,4,2,1,67,1,10,1,2,1,2
"668",2020,1,2,1,40,2,9,1,2,1,2
"669",2020,2,2,2,55,1,6,2,2,1,2
"670",2020,4,1,1,77,0,8,1,1,1,2
"671",2020,1,2,1,27,1,9,2,2,2,3
"672",2020,4,1,1,72,1,10,1,1,1,2
"673",2020,3,2,1,55,3,7,2,1,2,2
"674",2020,2,1,1,27,1,8,1,1,2,1
"675",2020,3,2,2,54,0,6,3,1,2,2
"676",2020,4,2,1,35,0,8,2,2,2,2
"677",2020,1,1,1,55,1,7,3,1,1,2
"678",2020,1,2,2,42,9,8,3,2,2,2
"679",2020,3,2,2,21,1,5,3,1,2,2
"680",2020,4,2,2,55,0,9,1,1,1,1
"681",2020,3,1,2,49,0,5,1,1,2,2
"682",2020,3,2,1,57,0,5,1,1,1,2
"683",2020,1,2,2,39,1,6,2,2,1,2
"684",2020,4,2,2,44,1,9,1,2,1,4
"685",2020,3,2,1,36,1,6,1,1,1,1
"686",2020,2,2,2,71,1,8,1,1,1,2
"687",2020,4,1,2,27,0,9,3,2,1,2
"688",2020,4,2,1,47,0,6,3,1,1,2
"689",2020,3,1,1,68,1,9,1,1,1,2
"690",2020,4,2,2,20,0,4,1,2,1,2
"691",2020,1,2,1,34,5,4,2,2,1,2
"692",2020,4,2,2,66,0,5,1,1,1,2
"693",2020,2,2,1,53,2,7,1,1,2,2
"694",2020,4,4,2,20,0,2,1,1,1,2
"695",2020,4,2,2,30,0,6,1,2,1,2
"696",2020,2,3,2,50,1,5,2,2,1,4
"697",2020,1,2,1,65,1,5,3,2,1,2
"698",2020,4,3,2,48,0,2,1,2,1,2
"699",2020,4,2,2,32,1,7,2,2,1,1
"700",2020,1,2,2,70,1,9,1,2,1,2
"701",2020,3,2,1,37,1,7,3,1,1,2
"702",2020,3,2,2,24,0,9,3,1,1,3
"703",2020,4,2,1,53,0,8,3,2,1,2
"704",2020,2,2,1,69,1,9,1,1,1,1
"705",2020,4,2,2,28,0,8,1,1,1,1
"706",2020,4,2,2,24,0,5,1,1,2,2
"707",2020,3,2,2,78,0,7,1,1,1,2
"708",2020,2,2,2,21,1,9,1,1,1,2
"709",2020,4,2,1,30,5,5,3,2,1,2
"710",2020,3,2,2,40,0,7,1,1,1,1
"711",2020,4,2,2,55,0,10,1,2,1,1
"712",2020,2,2,1,63,1,8,1,1,1,1
"713",2020,2,2,2,62,7,8,3,2,1,3
"714",2020,4,1,1,69,0,10,1,1,1,2
"715",2020,2,1,1,71,2,9,1,1,1,1
"716",2020,4,2,1,73,0,7,1,1,2,2
"717",2020,2,1,1,86,2,10,1,1,1,2
"718",2020,1,2,1,57,1,6,2,1,2,1
"719",2020,3,1,2,52,0,8,3,1,1,2
"720",2020,4,1,2,39,0,10,1,1,1,2
"721",2020,4,3,2,32,4,6,2,2,3,2
"722",2020,2,2,1,52,0,2,2,2,2,3
"723",2020,4,1,2,55,0,7,1,2,2,2
"724",2020,4,2,2,55,0,2,1,2,4,2
"725",2020,1,2,2,34,1,8,1,2,1,2
"726",2020,4,2,2,31,0,7,1,2,3,2
"727",2020,4,2,2,34,0,8,3,1,1,2
"728",2020,4,2,2,35,1,3,1,1,1,2
"729",2020,3,1,2,30,0,10,3,1,1,2
"730",2020,3,3,2,22,0,3,2,2,1,1
"731",2020,3,2,2,28,0,7,3,2,1,2
"732",2020,2,2,2,39,1,8,1,1,2,3
"733",2020,3,2,1,70,4,8,1,1,1,2
"734",2020,3,2,1,70,1,9,1,2,1,2
"735",2020,3,1,1,56,1,8,1,1,1,2
"736",2020,4,2,2,26,0,9,2,2,1,2
"737",2020,3,2,2,20,0,6,2,1,2,2
"738",2020,4,2,2,40,0,9,2,2,1,2
"739",2020,4,4,2,25,0,1,2,2,2,2
"740",2020,4,3,2,26,0,5,1,2,2,2
"741",2020,4,2,1,46,0,1,1,1,1,2
"742",2020,3,2,2,43,0,6,1,1,1,2
"743",2020,4,2,2,57,0,7,1,1,1,2
"744",2020,4,2,1,49,0,8,2,1,2,2
"745",2020,2,2,1,68,1,8,3,2,1,2
"746",2020,4,2,2,41,0,10,1,1,1,1
"747",2020,4,1,2,26,0,6,3,2,1,1
"748",2020,4,2,2,31,0,7,2,2,3,2
"749",2020,3,2,2,24,3,8,1,1,1,2
"750",2020,1,2,2,53,2,8,1,2,2,2
"751",2020,3,2,1,44,2,6,1,1,1,2
"752",2020,3,2,1,60,7,6,3,1,3,2
"753",2020,2,2,1,68,2,8,1,2,1,2
"754",2020,4,3,1,57,0,3,2,2,1,3
"755",2020,4,3,1,32,0,7,1,1,2,2
"756",2020,3,2,2,29,1,6,3,1,1,2
"757",2020,1,2,2,72,2,8,2,1,1,2
"758",2020,2,2,2,63,1,7,1,2,2,2
"759",2020,1,1,1,20,1,5,1,1,2,4
"760",2020,1,1,2,27,1,9,3,2,2,2
"761",2020,4,1,1,68,0,7,1,2,3,2
"762",2020,3,2,1,32,2,8,3,1,1,2
"763",2020,1,1,2,51,1,5,3,1,1,2
"764",2020,2,3,1,60,7,8,1,1,1,2
"765",2020,2,1,2,58,2,7,3,1,1,2
"766",2020,4,1,2,46,0,9,1,2,2,4
"767",2020,2,2,2,48,1,5,3,2,1,3
"768",2020,4,1,2,23,0,7,1,1,1,1
"769",2020,4,2,1,62,0,8,1,1,2,2
"770",2020,1,2,2,46,1,9,3,2,2,2
"771",2020,1,2,2,43,5,8,3,2,1,2
"772",2020,2,1,2,31,1,9,1,1,1,2
"773",2020,3,2,2,49,0,3,2,2,1,3
"774",2020,2,2,2,65,2,8,1,2,2,2
"775",2020,1,2,2,37,9,3,2,2,1,2
"776",2020,4,2,2,52,0,10,1,1,1,2
"777",2020,1,2,2,73,6,9,1,2,1,2
"778",2020,3,2,1,66,1,6,3,2,1,2
"779",2020,3,2,2,61,1,9,1,1,1,2
"780",2020,3,2,2,63,1,7,1,2,1,1
"781",2020,2,2,2,41,1,4,3,2,1,2
"782",2020,4,2,2,49,0,5,2,2,1,1
"783",2020,4,2,2,21,0,8,1,1,1,1
"784",2020,4,2,2,30,0,5,1,1,1,2
"785",2020,3,2,2,49,1,5,1,2,1,2
"786",2020,4,2,2,38,1,8,3,2,1,2
"787",2020,1,2,2,26,1,6,1,2,1,2
"788",2020,3,2,1,65,0,8,3,2,2,2
"789",2020,1,3,2,49,2,5,2,2,2,3
"790",2020,4,2,1,59,0,6,2,1,1,2
"791",2020,4,2,2,48,0,5,2,1,1,2
"792",2020,2,2,1,35,1,4,2,1,1,2
"793",2020,1,1,2,20,1,10,1,1,1,1
"794",2020,3,4,2,52,9,5,3,2,2,4
"795",2020,4,2,2,39,1,8,1,1,2,2
"796",2020,3,3,1,59,2,8,1,2,2,2
"797",2020,4,2,2,54,1,6,2,1,1,1
"798",2020,3,1,1,84,1,7,1,1,1,2
"799",2020,1,2,2,78,2,8,1,1,2,2
"800",2020,4,2,1,73,0,8,1,2,1,2
"801",2020,2,2,1,32,3,5,1,2,1,2
"802",2020,1,1,1,25,2,8,1,1,2,1
"803",2020,3,2,2,59,1,7,1,2,2,3
"804",2020,3,2,2,55,1,6,1,2,1,3
"805",2020,4,2,2,26,0,5,3,2,2,2
"806",2020,2,2,1,62,2,9,1,1,1,2
"807",2020,3,2,1,21,6,8,3,1,3,2
"808",2020,1,2,2,38,2,7,1,1,1,2
"809",2020,4,2,2,51,0,7,2,2,3,2
"810",2020,2,3,1,65,1,5,1,2,2,2
"811",2020,4,2,2,48,9,8,1,1,1,2
"812",2020,3,2,2,67,1,7,2,2,1,2
"813",2020,3,1,1,69,1,10,1,1,2,2
"814",2020,3,2,1,39,0,8,2,2,1,2
"815",2020,2,1,1,34,1,7,1,1,2,4
"816",2020,4,1,2,24,0,8,1,1,2,2
"817",2020,1,1,1,53,3,7,3,1,1,1
"818",2020,3,2,2,36,0,7,2,2,1,2
"819",2020,4,2,1,40,1,9,3,1,1,2
"820",2020,4,2,2,36,0,7,3,1,1,2
"821",2020,4,2,2,36,0,4,2,2,2,3
"822",2020,1,2,1,32,6,4,3,2,1,2
"823",2020,2,2,1,69,2,7,3,1,1,2
"824",2020,3,2,1,28,0,6,1,1,1,2
"825",2020,2,2,1,64,1,7,3,2,2,3
"826",2020,3,2,1,26,0,7,1,1,1,2
"827",2020,2,1,2,55,0,8,1,1,2,3
"828",2020,1,1,2,27,3,7,1,2,1,2
"829",2020,4,3,1,55,0,5,1,1,1,2
"830",2020,1,1,2,48,9,5,2,1,1,2
"831",2020,4,1,2,70,0,7,2,1,1,3
"832",2020,2,3,1,54,1,5,2,2,2,3
"833",2020,1,1,2,79,2,9,1,1,1,2
"834",2020,3,2,1,62,2,7,1,2,1,2
"835",2020,4,3,2,46,0,5,1,2,2,2
"836",2020,4,2,2,55,0,6,2,1,1,2
"837",2020,4,3,2,24,0,3,1,2,2,3
"838",2020,4,2,2,40,1,4,1,2,2,3
"839",2020,3,2,2,35,0,5,3,2,2,2
"840",2020,3,2,2,63,0,3,3,2,2,4
"841",2020,4,1,1,47,1,10,3,1,1,3
"842",2020,3,2,1,53,0,6,3,2,1,1
"843",2020,4,3,2,63,0,2,3,1,1,2
"844",2020,4,2,1,48,0,7,1,1,1,2
"845",2020,2,1,2,71,1,9,1,2,1,2
"846",2020,4,2,2,20,0,10,3,1,1,2
"847",2020,3,2,1,69,2,7,1,2,2,2
"848",2020,4,2,1,59,0,8,1,1,1,2
"849",2020,2,3,1,59,1,2,3,2,3,3
"850",2020,4,2,2,31,0,10,1,2,1,2
"851",2020,4,2,2,35,1,8,1,1,1,2
"852",2020,2,2,1,23,0,5,1,2,1,4
"853",2020,4,2,1,50,3,6,2,2,3,3
"854",2020,3,2,2,59,1,10,3,2,2,2
"855",2020,4,2,1,73,0,10,3,1,3,2
"856",2020,2,2,1,48,2,5,1,1,2,3
"857",2020,4,2,1,35,1,7,1,1,1,2
"858",2020,3,2,2,53,0,8,3,1,1,2
"859",2020,4,2,1,45,0,6,3,2,1,2
"860",2020,3,1,2,36,0,7,1,2,1,2
"861",2020,2,2,1,33,1,7,2,1,2,2
"862",2020,4,2,2,64,1,9,3,2,2,2
"863",2020,3,1,2,26,0,7,3,2,1,3
"864",2020,1,2,1,38,1,7,1,2,2,3
"865",2020,4,1,2,31,0,9,1,1,1,2
"866",2020,3,2,2,47,0,7,3,2,2,2
"867",2020,4,1,1,38,0,10,1,1,1,1
"868",2020,3,2,1,74,2,7,1,1,1,2
"869",2020,1,2,2,49,1,4,1,2,2,2
"870",2020,4,3,1,54,1,8,1,1,1,3
"871",2020,4,2,2,60,0,8,3,1,1,2
"872",2020,2,2,2,77,1,8,1,1,2,2
"873",2020,4,3,2,28,0,3,2,1,2,2
"874",2020,1,3,2,65,2,4,2,1,1,2
"875",2020,4,3,2,25,0,2,2,2,1,2
"876",2020,3,2,1,62,0,3,1,2,2,2
"877",2020,1,2,1,61,2,8,1,1,1,2
"878",2020,1,2,2,76,1,7,1,2,1,2
"879",2020,3,2,1,28,2,3,3,1,2,2
"880",2020,3,2,2,27,1,8,1,2,1,3
"881",2020,2,2,1,43,2,3,2,2,1,2
"882",2020,1,2,2,45,2,6,1,1,2,2
"883",2020,4,2,2,23,0,5,3,1,2,2
"884",2020,4,4,2,74,4,2,2,1,2,2
"885",2020,4,1,2,65,0,8,3,1,1,2
"886",2020,4,2,1,78,0,7,3,1,1,2
"887",2020,1,1,2,68,1,9,1,1,1,2
"888",2020,3,3,2,37,0,6,2,2,1,2
"889",2020,4,1,2,23,0,8,2,1,1,1
"890",2020,1,3,2,46,1,1,2,2,3,4
"891",2020,4,2,2,35,0,9,1,1,1,1
"892",2020,4,3,1,53,0,1,3,2,2,3
"893",2020,3,3,1,75,1,7,2,2,1,3
"894",2020,4,2,2,36,0,7,2,2,2,2
"895",2020,1,2,2,48,2,3,3,2,1,2
"896",2020,2,2,2,33,6,5,2,2,1,3
"897",2020,3,2,2,68,3,4,2,2,1,2
"898",2020,2,2,1,40,1,9,3,2,2,3
"899",2020,2,3,1,25,5,2,3,1,1,2
"900",2020,4,2,2,43,0,8,3,2,2,3
"901",2020,1,2,2,52,2,7,3,1,2,2
"902",2020,2,2,1,50,2,4,1,1,1,2
"903",2020,3,2,1,28,0,7,1,1,1,1
"904",2020,3,2,1,52,7,7,1,1,1,2
"905",2020,3,1,1,33,1,8,3,2,1,3
"906",2020,4,2,1,59,0,8,1,2,1,2
"907",2020,4,2,1,53,1,3,2,2,2,2
"908",2020,2,2,1,57,1,7,2,2,2,4
"909",2020,4,3,1,25,0,3,1,2,1,2
"910",2020,3,2,2,58,1,8,3,1,2,2
"911",2020,4,2,1,58,0,7,1,1,1,1
"912",2020,2,3,2,33,1,7,1,2,1,2
"913",2020,3,2,1,71,0,9,1,1,1,2
"914",2020,2,2,2,24,0,7,1,1,1,3
"915",2020,3,2,1,44,0,7,1,1,1,2
"916",2020,3,2,2,48,9,4,2,2,2,2
"917",2020,1,1,2,27,9,9,1,1,1,2
"918",2020,2,2,2,22,4,8,3,2,1,2
"919",2020,2,2,2,44,1,8,3,2,1,2
"920",2020,3,2,1,70,0,8,1,1,1,2
"921",2020,2,2,1,65,1,8,1,1,1,2
"922",2020,3,2,1,49,0,3,2,1,1,2
"923",2020,3,3,1,71,0,4,1,1,1,2
"924",2020,2,2,1,63,0,6,2,1,1,2
"925",2020,3,2,1,70,0,5,1,2,2,2
"926",2020,3,2,2,25,0,8,1,2,2,2
"927",2020,2,2,2,66,1,10,3,1,1,2
"928",2020,3,2,1,33,9,7,1,1,2,2
"929",2020,1,3,2,63,1,5,3,2,2,3
"930",2020,4,3,2,25,0,9,1,1,2,2
"931",2020,2,1,2,19,2,5,1,2,1,2
"932",2020,2,1,2,19,9,8,2,2,2,1
"933",2020,4,3,2,33,0,2,3,2,3,4
"934",2020,4,2,2,22,0,4,3,2,1,2
"935",2020,4,2,2,19,0,8,3,2,1,2
"936",2020,2,3,1,52,8,1,3,2,2,3
"937",2020,4,1,1,22,0,7,1,1,1,2
"938",2020,3,2,2,26,0,4,2,2,3,2
"939",2020,3,2,2,30,0,7,1,1,1,2
"940",2020,3,3,1,30,5,6,2,2,2,1
"941",2020,2,1,1,30,0,10,1,1,2,1
"942",2020,1,2,2,38,9,5,3,1,1,2
"943",2020,4,2,2,27,0,8,1,1,1,1
"944",2020,3,2,1,32,0,5,1,2,1,2
"945",2020,3,1,2,57,1,10,2,2,2,2
"946",2020,4,2,2,61,0,1,3,1,1,1
"947",2020,3,3,2,19,0,6,2,2,3,2
"948",2020,4,2,1,75,1,8,1,1,2,2
"949",2020,4,2,2,33,4,7,1,1,1,2
"950",2020,4,1,2,47,1,9,1,1,1,2
"951",2020,4,4,1,24,0,1,3,2,4,1
"952",2020,4,2,2,29,0,6,3,1,1,1
"953",2020,1,1,1,56,2,7,1,1,2,2
"954",2020,3,2,2,53,2,2,2,1,1,2
"955",2020,3,2,2,57,1,9,3,1,2,3
"956",2020,4,4,2,28,0,1,2,2,2,4
"957",2020,2,2,2,39,4,7,3,1,2,2
"958",2020,1,2,2,43,1,5,3,2,2,2
"959",2020,1,2,2,26,1,7,2,2,1,3
"960",2020,4,1,1,27,0,6,1,1,1,2
"961",2020,4,1,1,64,0,8,2,2,1,3
"962",2020,2,2,1,39,5,8,1,1,1,2
"963",2020,2,3,2,62,2,2,2,2,2,3
"964",2020,2,2,1,40,2,1,2,2,2,2
"965",2020,1,1,1,33,1,10,1,1,2,1
"966",2020,3,2,1,29,0,7,1,2,1,2
"967",2020,4,2,2,19,0,4,1,2,1,2
"968",2020,4,2,1,62,0,9,3,2,1,2
"969",2020,4,2,1,79,0,9,1,1,1,2
"970",2020,4,2,2,20,0,1,1,2,2,2
"971",2020,4,2,2,25,9,5,2,2,2,2
"972",2020,4,2,2,32,0,8,2,1,2,2
"973",2020,3,2,2,25,1,8,1,2,1,3
"974",2020,4,2,1,53,0,8,2,1,1,2
"975",2020,1,2,2,31,0,8,3,1,2,1
"976",2020,1,2,2,33,6,7,3,2,1,3
"977",2020,3,2,2,50,0,7,1,2,1,2
"978",2020,3,2,1,59,3,8,1,1,1,1
"979",2020,3,2,2,39,0,8,1,1,1,3
"980",2020,1,1,2,51,2,5,1,2,2,2
"981",2020,3,2,2,68,0,4,2,1,1,1
"982",2020,4,2,2,25,1,6,1,1,1,2
"983",2020,1,2,1,33,3,7,3,2,1,3
"984",2020,2,2,1,80,1,3,3,2,1,2
"985",2020,1,2,2,64,9,7,3,1,1,2
"986",2020,2,2,1,74,4,8,1,1,1,2
"987",2020,2,2,2,25,0,8,1,1,1,2
"988",2020,4,2,1,68,0,7,3,2,2,2
"989",2020,3,2,2,59,0,9,1,1,1,2
"990",2020,3,2,1,57,1,7,1,1,2,2
"991",2020,2,1,1,74,1,9,1,2,1,2
"992",2020,3,2,2,46,1,3,3,2,2,2
"993",2020,4,1,1,72,0,7,1,2,1,2
"994",2020,1,1,2,25,9,9,1,1,1,2
"995",2020,4,3,1,43,0,1,3,2,2,2
"996",2020,4,4,2,44,0,4,2,2,2,2
"997",2020,4,2,1,37,0,5,2,1,1,1
"998",2020,4,2,1,72,0,8,1,1,1,2
"999",2020,3,2,2,65,0,8,1,1,1,2
"1000",2020,3,2,2,48,1,3,3,2,1,2
"1001",2020,4,2,1,66,0,9,1,1,1,2
"1002",2020,4,2,1,36,0,7,1,2,1,2
"1003",2020,4,2,1,34,0,6,1,2,1,2
"1004",2020,1,2,2,40,9,7,1,1,1,2
"1005",2020,4,2,2,58,0,7,3,2,2,2
"1006",2020,2,2,2,21,1,6,3,2,1,2
"1007",2020,2,1,1,26,1,9,1,1,2,1
"1008",2020,3,2,1,68,0,9,1,1,1,1
"1009",2020,2,2,1,71,1,8,1,1,1,2
"1010",2020,4,2,2,64,1,5,2,1,1,2
"1011",2020,2,2,1,85,4,7,1,1,1,1
"1012",2020,4,2,1,61,1,8,1,2,2,3
"1013",2020,3,2,2,59,1,6,1,2,1,2
"1014",2020,4,2,2,25,0,7,1,1,1,2
"1015",2020,3,2,1,45,0,4,2,1,1,2
"1016",2020,3,2,1,29,1,8,1,2,1,3
"1017",2020,2,1,1,28,2,10,1,1,1,2
"1018",2020,4,3,2,31,0,5,2,2,1,2
"1019",2020,3,2,2,67,1,10,1,2,1,3
"1020",2020,2,2,1,60,1,7,1,2,1,2
"1021",2020,2,2,2,32,1,9,3,1,1,2
"1022",2020,1,2,2,31,1,6,3,1,1,2
"1023",2020,4,2,2,66,0,8,1,1,2,2
"1024",2020,3,2,2,82,1,9,1,1,1,2
"1025",2020,3,3,2,37,0,1,2,2,1,3
"1026",2020,3,2,2,59,0,8,3,2,2,3
"1027",2020,3,1,1,21,1,10,1,2,1,1
"1028",2020,4,1,1,70,0,10,1,1,1,2
"1029",2020,4,2,2,20,0,8,1,2,2,2
"1030",2020,4,2,2,45,0,4,2,2,1,2
"1031",2020,4,3,1,51,1,5,3,1,2,2
"1032",2020,4,1,2,63,1,9,1,2,1,3
"1033",2020,2,1,2,71,4,8,1,2,1,2
"1034",2020,3,2,1,69,1,7,3,2,2,3
"1035",2020,4,2,1,39,0,8,1,1,2,2
"1036",2020,4,3,1,76,0,3,2,2,1,2
"1037",2020,4,2,1,63,0,9,1,1,1,2
"1038",2020,3,1,1,49,1,7,3,1,1,1
"1039",2020,4,1,1,58,1,8,3,2,1,3
"1040",2020,2,2,2,65,1,8,1,1,1,2
"1041",2020,1,2,2,25,5,5,1,2,1,2
"1042",2020,2,3,2,27,0,2,2,2,2,4
"1043",2020,1,1,1,53,2,9,1,1,1,2
"1044",2020,4,1,2,24,0,8,3,1,1,2
"1045",2020,1,3,1,64,1,6,3,2,3,3
"1046",2020,2,2,1,76,2,9,3,2,1,2
"1047",2020,2,2,2,30,0,7,3,2,1,2
"1048",2020,3,2,1,72,0,9,1,2,1,2
"1049",2020,1,2,1,46,2,7,1,1,1,2
"1050",2020,4,3,2,65,0,3,1,2,1,3
"1051",2020,4,3,1,29,0,2,1,2,2,4
"1052",2020,3,2,2,21,1,7,1,1,1,1
"1053",2020,3,2,1,55,0,7,1,1,1,2
"1054",2020,3,2,1,31,6,7,1,1,1,2
"1055",2020,4,2,2,73,0,8,3,2,2,2
"1056",2020,2,2,2,64,1,8,1,2,2,2
"1057",2020,4,3,1,23,0,4,1,2,1,2
"1058",2020,1,1,2,55,1,8,2,2,1,2
"1059",2020,4,2,1,65,0,6,2,1,2,3
"1060",2020,3,2,2,89,2,9,3,2,1,2
"1061",2020,4,1,1,53,0,8,1,2,1,2
"1062",2020,3,2,1,66,1,4,1,2,1,1
"1063",2020,3,2,1,26,5,7,1,1,1,1
"1064",2020,1,1,1,47,1,7,1,2,1,2
"1065",2020,2,2,2,38,1,6,3,2,1,3
"1066",2020,1,2,2,31,5,5,2,2,2,3
"1067",2020,4,1,1,40,0,10,1,2,1,3
